index,query_request,intent
3666,My internet connection is getting disconnected periodically,Internet
3667,Now working,Video
3668,07836-709042-04-0,Account Related
3669,"167 download and 35 upload

All wifi connected and working on 5 devices.",Internet
3670,"Je Suis Encrateia

515 e 7th st 2V

Brooklyn, NY 11218

917-542-1872",Internet
3671,@OptimumHelp today was the day to binge @cwlegacies but episodes 9-12 are missing. í ¿í¿¿ https://t.co/jbjTUHUgNj,Video
3672,My internet is so bad,Internet
3673,So can you use the info from the previous messages?,Internet
3674,I cleared the queues and tried again and it looks like it went through.  Here is the log:,Internet
3675,Phone Number on Bill,Phone
3676,Will my CableCARD work in another device?,Video
3677,"@OptimumHelp Yes, Iâ¿¿ve done that, but get a blank screen that wonâ¿¿t load :( I deleted and reloaded the app, too.",Internet
3678,"It says the cost is $154 per month, how much will it be with taxes and fees? An estimate is fine.",Sales
3679,I need someone to put my internet back on . I have talked to 3 different people who have said they cant don anything,Internet
3680,Heyyyy @OptimumHelp Why does my internet keep going out??? I thought you guys switched to some fancy Fiber optic?! https://t.co/9l6yuQXSK1,Internet
3681,@RENTonFOX is this just me??? Or is @optimum the problem??? EITHER WAY THIS IS A DEATH CON 12 SITUATION https://t.co/0EQY825MFT,Video
3682,when will I be able to schedule service for may 4,Sales
3683,Hello can u please advise when the tech will be here,Appointment Related
3684,"No, I signed up for auto payment this month. I mean the month prior (December)",Billing
3685,"Hey Optimum, I have some questions and your customer service chat is always down on your website. Any chance I can reach someone here?",Billing
3686,"TV was working fine this morning when I checked the weather, put on my Apple TV for 20 minutes and come back to this message. I disconnected and power cycled the box, tried all other HDMI inputs on the TV and even double checked that the Apple TV still wo",Video
3687,Get 200 Mbps Internet with unlimited data for $44.99 mo./1 yr. Thatâ¿¿s double the download speed of Fios for $5 less/mo. (Based on Verizon FiosÂ® online 100 Mbps Internet w/std monthly bill offer as of 2/20/19.),Sales
3688,"@OptimumHelp Below is a shot of the only screen I see on my homepage. Anything you can do to restore the display of my email info? I have been trying for three or four weeks, spoken to sdeveral Cust Support people, and gottne nowhere. https://t.co/sbzVfau",Internet
3689,Hello im look to get wifi in my home,Sales
3690,I want to know what optimum is going to do for me. Completely messed up my work schedule because I can't web conference. I can't even watch anything online and we only have streaming services. I don't have reg cable so there goes that!,Internet
3691,"If I upgrade to the higher speed, do I need a new router/modem?",Internet
3692,Optimum Voice: Add Multiple Lines,Phone
3693,"I will leave US, so I want to stop your service.",Sales
3694,is sny included on altice one? I didn't see it,Sales
3695,"Hello, Iâ¿¿m saying this only because we received a letter stating we can pay 153.00 to restore the bill but it doesnâ¿¿t give me the option. Can this still be possible ?",Billing
3696,I need a list of the channels included in the premier TV pasckage,Sales
3697,Hi / my name is Vignesh / I'm one of your customers / I recently did a overpayment on my Account and subsequently spoke to your customer service,Billing
3698,@OptimumHelp @ScottRipem99 Any update on this? Would love to see @OANN on @optimum,Video
3699,"Actually the same discussion was done before in January, and after all I was told that the need further investigation with supervisor, and contact me again. I will send you the picture of my initial contract again. Please wait.",Billing
3700,I'm unable to create an Optimum ID because the account number on my work order is only 11 digits,Internet
3701,I did,Billing
3702,"Thank you for your help 

You guys can call at 2036925014

Maikel

Thank you again",Appointment Related
3703,@optimum has the worst customer service in the industry! My cable has been out for 4 days and no one has come to fix it and no one is answering any questions. Not any compensation! @OptimumHelp #Cablevision,Video
3704,No I do not. I can barely afford $127 as it is,Billing
3705,@OptimumHelp my internet isnt down but its running at slower than dial up speed.,Internet
3706,i just sign up for Internet 400. Will i be reciveing a American Express Card for 100 Dollars in the Mail?,Sales
3707,I unplugged and plugged back in after 30 seconds,Internet
3708,@RENTonFOX are we having technical issue w/ @optimum why can't I watch? Is it just me?,Video
3709,Program Guide: Settings,Video
3710,"Oh, okay.",Internet
3711,Blinking went off again after trying that,Video
3712,About Optimum WiFi (Resi),Internet
3713,The worst service ever! The Altice menu has zero logic!,Video
3714,@OptimumHelp thereâ¿¿s something up with my remote help! í ¿í¿¢,Video
3715,hi just ordered would like to know how much my bill will be a month including taxes,Sales
3716,"Hi, I need to add a cable card to my order",Sales
3717,"I would like clarification on whether or not I am being charged extra per TV, main box and minis?",Sales
3718,"Thanks. So you know NOBODY reads those inserts because no one has the time. But whatever.  I will be going FiOS. Returning your modem shortly. 

Thanks",Billing
3719,Audible Guide,Video
3720,Is this service on contract?,Sales
3721,But shouldnt that be disclosed when i sign up? I was never quoted this increase.,Billing
3722,It's been 13 weeks since I submitted my request for cancellation refund.  What's going on?  Last week I was told that they would submit an escalation report. Nothing yet.,Billing
3723,Hola buenas noches,Billing
3724,"Cant watch DVR, cant bring up settings menu, cant pair the remote, Altice One App not working. Should I go on??? Always an issue with Altice. You would figure after taking over Cablevision you would learn. Nope same issues, same crappy service, same crapp",Video
3725,@OptimumHelp We pay a ridiculous amount of money for this service and your issues should be solved swiftly.,Video
3726,I am having an issue with hotspot. Where I am continually getting kicked from connection. Any solutions?,Internet
3727,I made the appointment today for 2/17/2019,Appointment Related
3728,What is going on on optimum's end? 3 days ago all three of my boxes stopped working.  Then they miraculously started working again after talking with someone here.  Now for the past 3 days all my boxes have been rebooting up to 10 times a day.  This is no,Video
3729,can I set up online and have someone come to my house or do i have to be there?,Sales
3730,for 30 seconds and itâ¿¿s not letting me connect,Internet
3731,Richard Liptak 59 Bond St Passaic NJ 07055,Account Related
3732,Hello is it possible I can postpone my payment to 2/21?,Billing
3733,1168 Brooklyn Avenue,Account Related
3734,@OptimumHelp so when is the outage gonna clear up my guys? We talking tomorrow? 11225,Internet
3735,@OptimumHelp your service is down again. 3rd outage in last 6 months since I switch to @optimum. You provide a 3rd world country type of service.,Internet
3736,"So I'll probably have to cancel the non optimum appointment to meet the tech. Nobody's been able to get in touch with them? It was only the second window of the day, how could they be a whole window late for the second appointment?",Appointment Related
3737,@optimumhelp my altice mini box reset itself somehow and itâ¿¿s been â¿¿downloading softwareâ¿ for an hour? is there anything i need to do to get it out of that (apparent) loop?,Video
3738,"Hi, i would like to know the cost for new internet service in norwalk ct",Sales
3739,@OptimumHelp how can I press start on an lcd tv? https://t.co/fBkstW0mL6,Video
3740,We have no phone service..but cable/ tv works,Phone
3741,Thank you! As long as I know youâ¿¿re aware of it. Maybe itâ¿¿s the wind! Appreciate you looking into it for me! Have a good night!!,Internet
3742,Hi i would like to get the 49.99 pak,Sales
3743,"I have a garage outside which I would like tv in, how would that work?",Sales
3744,I did all this. Your service fails all the time. Not sure why I should pay all the time.,Internet
3745,How can I get the service of the Caribbean channels ?,Sales
3746,he says 95 113 140 that he knows of,Video
3747,"Good morning, I want to double check with my cancellation of my appointment for this morning",Appointment Related
3748,"Curious as to the silver package at $89.95, which includes broadcast basic.

 If include why am i bill an additional $4.95 for broacast tv surcharge ?",Billing
3749,"hello, we recently accepted a new plan in exchange for not leaving optimum. We were under the impression that we would have more basic channels such as national new channels. Is there anyway you can help us with that?",Sales
3750,Iâ¿¿d love to watch @BUZZRplay on @optimum .. not sure what the overall deal is but it really sucks itâ¿¿s not on my TV (yes I know itâ¿¿s online),Video
3751,"Account number 07836-207266-04-3, modem works fine, just router is not responding. Got a new router from Optimum store today, but same result. Live chat got no representative available, called customer service for continuously 3 days but no one answer, I",Internet
3752,973-873-3002,Billing
3753,No sound on BBC news on my @AlticeUSA cable service for last hour. Thanks .@optimum,Video
3754,Yes,Billing
3755,@optimum check your bill Optimum customers! Got charged for a pay per view I didnâ¿¿t order and customer service told me I should pay it! What a joke!,Billing
3756,Hello!,Internet
3757,"hello, I am moving into a new apartment and have not used Optimum before. This is the service that my building recommends. I was wondering how this all works?",Sales
3758,Iâ¿¿m looking at my bill and it says itâ¿¿s effective until 10/31/19,Billing
3759,I wouldnâ¿¿t know because our house phone isnâ¿¿t connected,Internet
3760,Hi,Billing
3761,What is the total monthly charge with tax and fees,Sales
3762,@OptimumHelp I have been rescheduled to have a technician in my house to fix the phone line &internet about 3 times. Itâ¿¿s been 5 days that I have been without a phone line and internet. They were suppose to be in my house today between 5-8 and they call,Appointment Related
3763,Internet that moves at the speed of your small business. Get 150 Mbps Internet for $45/mo. when bundled.,Billing
3764,We have lost all service/ phone/tv/cable,Phone
3765,And itâ¿¿s a Linksys Velop router.,Internet
3766,@OptimumHelp @optimum why has the internet been out for a day now in NJ,Internet
3767,@optimum Hello. I called your company about a problem I'm having with my internet/WIFI service. I was on hold for well over an hour. I couldn't even get through to your chat service. Is there an outage in the bergen county New Jersey area?,Internet
3768,@TennisChannel @optimum Does anyone know which sports package I need to order? Optimum won't answer my questions via phone or internet.,Video
3769,@optimum we have been experiencing  scrambled video intermittently on shoes we had recorded and on some on demand show. Is there a reason fro this?? it is aggravating to get ready to watch something and get pictures you can watch,Video
3770,"Let me start off by saying your customer service people have been incredibly nice and attempted to be helpful as much as possible. That said, my internet has been out since Saturday and cable out since Sunday. I called Saturday, spoke to a woman who went",Internet
3771,"Is anyone else disgusted by the $7.97 sports tv fee for ESPN?  I wish so much there was another option, Optimum nickel and dimes everyone to death.........",Billing
3772,07808-523064-04-7,Account Related
3773,hey oscar it's luis doing a test on the buyflow,Sales
3774,"Hello, all boxes. I have 2",Video
3775,Hi  my name is singh,Sales
3776,@OptimumHelp The TV Guide is showing No Data :( after 9pm,Video
3777,Thank you,Billing
3778,Rewind Live TV Buffer,Video
3779,I have always been paying modem fee - that is not the issue. Is the doubling across the board or because i upgraded?,Billing
3780,"Ok, thank you. I will check the website when the next bill comes out. And yes, the person I spoke to said they would credit the late fee. Thanks again",Billing
3781,Both and now itâ¿¿s just a black screen,Video
3782,My internet isnâ¿¿t working   Why is it taking so long to answer a call!!!!,Internet
3783,You're not acknowledging the fact that the service was notoriously spotty in this neighborhood. Other neighbors complained. We learned from them about the unresponsiveness and didn't bother. Finally a new opportunity came around and we went with it (FIOS),Billing
3784,ty. 631 793 6101,Billing
3785,what do you need? account #?,Internet
3786,"GOOD MORNING , MY ACCT# 07875-195444 I HAVE AN APPT SCHEDULED FOR 4/4/19 FROM 8-12 I NEED TO CHANGE THAT WHO CAN I SPEAK TO",Sales
3787,Let's try this again......what channel should the TV original remote be on for this to work,Video
3788,Thanks for the prompt response. Iâ¿¿ve reset it multiple times this afternoon. The second to right light is blinking and the right light is on. The others are off. Sometimes the second light is solid and the third light starts blinking but then it goes ba,Internet
3789,That worked. Thanks!,Video
3790,"Hi there, thanks for responding to my tweet. I just chatted with two representatives and was very disappointed to say the least. My internet got shut off because I hadnâ¿¿t paid my bill in two months - which was shocking! Had never happened before. I chec",Billing
3791,@optimum are crooks. I have an email from 12/28/18 that states what my monthly charges are but theyâ¿¿re charging me $22 more & the customer serv rep on the phone had the audacity to ignore it & transfer to a dept that she more than likely knew was closed,Billing
3792,"can I just have internet, no TV and phone",Sales
3793,"After the initial phone call, I went to my local optimum store to upgrade service and switch the modem myself because the old equipment wasnâ¿¿t working properly. It was all the calls made subsequent to this because the new equipment wasnâ¿¿t working. I w",Billing
3794,pls let us block more than 50 phone numbers. we get SO MANY spam calls....thanks,Phone
3795,"i  see the charges for the plan i chose to come out to $139 per month.  Upon further review i  see that this is for ""new residential customers"" only.  I am a long-term optimum customer.  3o plus years and currently pay almost twice that for service without phone",Sales
3796,Two men from optimum showed up unannounced yesterday and they turned off most services. Why did they come to my house,Internet
3797,"Todd Keryc, 23 Chatham Drive, Norwalk, CT 06854...phone is 860-796-8091",Billing
3798,I can be home by 630 tomorrow night.,Appointment Related
3799,my voicemail hasn't worked in days. I have been put on hold for over 15 mins every time I try to call. I tried chat and cant get a live person to help and your suggestions don't work.  ??????,Phone
3800,@OptimumHelp Keeps lagging me out the game hour WiFi trash,Internet
3801,Optimum Email: Access My Optimum Email,Internet
3802,"But, it is slow for like 10 seconds, or a minute, lol.",Internet
3803,Just want to know about the altice new Equipment (We still have Old Optimum Cable boxes and Routers),Video
3804,"@OptimumHelp After exerpiencing an issue with my cable box, I called the customer support line which notified me of an outage in my area. They directed me to the website for more info but thereâ¿¿s nothing posted about the outage there.",Video
3805,Do you have any  promotion  Going on right now,Sales
3806,"Hello Optimum, why am I getting a new bill been sent to me barely after I made the last ??",Billing
3807,Hello?,Billing
3808,"i am really at the end of my rope.  I was promised a promotion as a new customer and they keep over charging me.  when i got on the phone with a supervisor, we were cut off and now my bill is $40 higher and no promotion.  I have spenT hours on this and it",Billing
3809,Ah. Iâ¿¿m not sure,Video
3810,Can you send someone before that date,Sales
3811,"I have been a customer of Optimum ( originally Cablevision as of 1989. I believe that at least I deserve a serious attitude and response from the tech support , when I have now a major problem with  my Optonline e mail system on my computer. On 12/13 I ca",Internet
3812,"@OptimumHelp Hello, I tweeted u yesterday evening  re an issue with the TV guide, all the channels are showing ""No Data"" after 10pm, every single channel,  what is going on??",Video
3813,Optimum Voice: 911 Service,Phone
3814,Hello I messed up and forgot to pay my optimum bill I just paid it a half hour ago and trying to get the internet back on,Billing
3815,I just checked again and the message I saw â¿¿we are having technical difficulty with us feature try again laterâ¿ is now gone. The message on Altice box is â¿¿CM Registeringâ¿,Video
3816,@optimum  Very impressive that your service technician arrived early for an appointment,Appointment Related
3817,@OptimumHelp the amount of waste your new remote control has created.  I have to change 3 batteries monthly and feel I dont even use it much.  Ordering rechargable batteries today.  Really needs a chargeable built in battery for the remote.,Video
3818,"My internet isnâ¿¿t working. Is there an outage in my area? My address is 172 Sunset Ave, Fairfield, CT 06824",Internet
3819,I'm considering the Internet only 400 service. I was considering the NETGEAR Nighthawk AC1900 (24x8) DOCSIS 3.0 WiFi Cable Modem Router. I was surprised that you only seem to recomend the Arris models. Please explain,Sales
3820,Is Optimum TV available in my area?,Video
3821,@optimum @OptimumHelp New Music Service still No Folk Channel,Video
3822,@OptimumHelp I've been without service for 4 days. Optimum keeps sending the wrong service technician. Customer service is no help when I can. They just keep sending the wrong person. The basic technician isn't able to handle severe storm damage,Appointment Related
3823,Yo @Altice @OptimumHelp why isnâ¿¿t Crashing S3E3 available on demand?,Video
3824,I refuse to speak to an automated person and I refuse to pay $10 to pay my bill with an agent.,Billing
3825,"@OptimumHelp my phone and internet are down Rebooting didnâ¿¿t work!

Iâ¿¿m in lower Dutchess County.

Help!",Internet
3826,@OptimumHelp my Altice box is not showing my dvr service saying to upgrade to dvr when I have it already í ¿í¿¡,Video
3827,I am trying to connect my house phone,Phone
3828,@optimum -I pay you $197/m...but I want to downgrade to Internet only...itâ¿¿s $134 a month?,Billing
3829,hi. How much will my bill be without phone line?,Phone
3830,Hi optimum i was just wondering if the service is down in my area or if i have to call customer service in the morning to help fix my internet from not working. My address is 16 van riper ave clifton nj 07011 and phone number is 973 941 7447,Internet
3831,"Was this doubling of modem fee across the board, or because of the â¿¿upgradeâ¿ in service - if the latter, at what point should this have been disclosed?",Billing
3832,Moving into Optimum Service Area/Setting Up New Service,Account Related
3833, just trying to find a replacement remote - the silver kind not the black ones - not available in Hicksville office.,Video
3834,what would the final bill per month be for the select tv and internet 200 plan?,Sales
3835,Today I called due to an error on my bill it did not reflect the updated service changes done well prior the new billing cycle; nor a credit due to faulty service which was verified by a technician that came 2 days after updating said changes. I spoke to,Billing
3836,I have an issue for three weeks with one TV now after a service call all three TV's have the problem. Is it too much to expect English speaking reps. Altice is running this company into the ground.,Video
3837,"Ok, I may explore other options in terms of service then",Billing
3838,Hi- Tracy AEG was supposed to call me back today regarding her search for the missing equipment under control # 8418890 - please let me know any updates asap.  Otherwise I will need to file a police report for the missing property.  Thank you!,Billing
3839,I just want internet no. Phone no tv!,Sales
3840,"My family signed up for Optimum last year at $120. All the fee increases have my monthly rate now at $176. Can we do anything about these fees, or do I need to find a new service?",Billing
3841,"Good morning, I asked for a router to be sent to me. I havenâ¿¿t received any shipping information, could you check that for me please?",Internet
3842,Just give notice.  It would make it so much understandable,Internet
3843,Working so far,Video
3844,"What is the cost of fees/surcharges on top of the $149/mo I have been quoted? Does not need to be exact, an estimate within $5/month is fine.",Sales
3845,"One of the scam girls got ahold of my debit card info and used it pay their cable bill.... a company called Optimum that only services New York, Connecticut and New Jersey.... I live in Houston. Fuck yall bum bitches man.",billing
3846,"@OptimumHelp My internet is down, no one is picking up the phone at your support line, and your support chat (https://t.co/c0MeDoZ3zx) is throwing a 500 error intermittently - but even when it's not, no one is answering. Now what?",Internet
3847,"Optimum, why is your customer service so incredibly awful?",Billing
3848,Here is espn... channel 36 https://t.co/7tNEtVDTh4,Video
3849,Nomorobo: Add Your Phone Number,Phone
3850,I am currently with Verizon. Do you have buyout packages to cover the breakage penalty?,Sales
3851,@OptimumHelp hey why is it when i'm asking about my bill all of a sudden the chat goes down? í ¿í·í ¿í· https://t.co/IZDle13qeB,Billing
3852,Thank You my next Complaint is one I've being trying for years and that is for Optimum to pick up the C-SPAN Hi-Def feed,Video
3853,"Sheâ¿¿s been calling them and definitely NOT receiving help. For months. Promised things on the phone, asked for representativeâ¿¿s name and then when the bill

was not amended was told we have no record of that.

She was charged for service calls and a ser",Billing
3854,Hello itâ¿¿s been exactly two months and I still donâ¿¿t have FREE on demand working and the internet after the upgrade is even worse how can we go about this to get it fixed ?,Internet
3855,"From Facebook post. Account # 07840-129172-06-4. It is sad I have to use facebook as a form of communication. All the notes should be in the system. The bottom line is I need a better rate, fixed cable (great hours Sat 10-8!) and rate for internet only. E",Billing
3856,Connecting To Optimum WiFi: Android Devices,Internet
3857,"Optimum wifi has been out for over 24 hours now, can't do my homework!! Thank you, Optimum! Very cool!",Internet
3858,Optimum Voice: Voicemail Set Up,Phone
3859,4 kerr lane. matawan NJ 07747,Account Related
3860,I would like to purchase the MLB Extra Innings package to my service,Sales
3861,Internet that moves at the speed of your small business. Get 150 Mbps Internet for $45/mo. when bundled.,Billing
3862,@OptimumHelp is anybody else noticing the audio on the 4k channel (ch 200) seems off? Watching the NCAA tourney game and when I swap between channels can certainly tell a difference!,Video
3863,ho w long is this price good for?,Sales
3864,Yes. But a technician already came to my house on 2/1. He re-routed the cable so it doesnâ¿¿t cross the sidewalk. However he was unable to restore a quality signal to my condo. He said the signal read 0dB in the junction box outside my unit and that a â¿¿,Internet
3865,"Thanks and yes, pls cxl. Please confirm that u cxld.",Appointment Related
3866,Is there a way to lock our account from ordering on demand.,Video
3867,"Satesh Charran, 231 5th st Saddle Brook NJ 07663, 973-546-7591",Account Related
3868,Why is my bill so high?  It should be $100 not 184.  If this doesnâ¿¿t go down then I am quitting cable tv,Billing
3869,Altice One: Parental Controls - Enable or Disable Parental Controls,Video
3870,That really helped. It was so frustrating... in Cablecard hell,Video
3871,@purelygenius @optimum Oh my god my jaw is on the floor. I hope youâ¿¿re getting cable through a golden wire.,Billing
3872,Cable-vision # 0787004065603,Internet
3873,Hi. Is there an internet outage going on?,Internet
3874,So it will be like this for the next 2 days?,Internet
3875,home phone doesn't work,Phone
3876,"@optimum my service has randomly gone out and when I called to find out why, the automated system tells me I can't be transferred to a representative! #TerribleCustomerService

I spend more time on the phone trying to resolve issues with my service, than ",Internet
3877,"hi am name is kim, i have been an optimum customer since back in the cable vision days. 30 years. i will be moving may 30 and woul d like to get information on what i need to do",Sales
3878,cost to add phone & calling feature questions.,Phone
3879,"hi, I don't need anything installed. It is just a name change on an existing modem",Sales
3880,Who got the optimum WiFi password ? Let me hold that,Internet
3881,"My husband and I are so disappointed and angry with Optimum.  We called last week to switch over to Altice One and scheduled a technician to come out and install.   When the day came, my husband took the day off and the tech never showed up between the ti",Appointment Related
3882,Troubleshooting Internet Connectivity,Internet
3883,Optimum and their 5 hour maintenance. No respect for insomniacs. Sheesh.,Internet
3884,"Hello.  Can you tell me why our latest bill is roughly $10 higher than the previous month?Our home address is 22 Sycamore Court Highland Mills NY 10930

It went from 136 to 145

Thank you",Billing
3885,account name is gates13421 in bushwick 11221,Account Related
3886,Phone is 860-274-9711 Christine delbene,Internet
3887,my dvr stopped rewinding live tv etc,Video
3888,"Hi we spoke earlier this week. A technician came over and replaced my modem and router, but my internet just went down again so I think there's still a problem.",Internet
3889,What is an Optimum ID?,Account Related
3890,Altice One: Order and Watch PPV,Video
3891,"Thank you for a wonderful day of no wifi, spend the day without it, and all you can say is ""we are working on it "".",Internet
3892,Please help me. I just got put through three different departments and got frustrated and hung up,Billing
3893,@OptimumHelp how do I check voicemail from home phone?,Phone
3894,Still seeing yellow,Internet
3895,I want to know if I'm able to get internet service at my current address,Sales
3896,@OptimumHelp something is very wrong with your Altice equipment! Please fix immediately!,Video
3897,"After resetting 2 times and re-trying to connect on the TV, I finally was able to get the tv connected back to the old network.....still not 5G. Same with my wife's laptop.....mine is 5g, hers is not? Password not accepted.",Internet
3898,My phone number is 9084098276,Internet
3899,Optimum Online Email Retention,Internet
3900,my records show the tech removed the box 5 yrs ago...,Billing
3901,I put an order in and i wanted to change it.,Sales
3902,"@OptimumHelp Why is my account suddenly being charged a ""Network Enhancement Fee""?",Billing
3903,"78 Margaret Rd, Massapequa NY 11758",Account Related
3904,Why is my upload speed so low ? Itâ¿¿s causing me to lag in my game. Iâ¿¿ve rebooted my modem and my router please help me.,Internet
3905,Why canâ¿¿t they just refund the card?,Billing
3906,Is there a way you guys could check my signal or my packet loss or my ping or anything because this is getting ridiculous. It's ridiculous that we're paying over $200 a month for an internet and cable service that can't even withstand two people using the,Internet
3907,Life is fast for small business owners. You need Internet thatâ¿¿s faster. Get 150 Mbps Internet for $45/mo. when bundled.,Billing
3908,Thank you very much.,Billing
3909,"Yes. It says the channel is temporarily unavailable, and in the corner it says Err-23",Video
3910,why is my phone service out?,Phone
3911,The issue was not fixed,Appointment Related
3912,I was rearended my car was trash im on Phisycal therapy i had the curtesy to call and inform you guys about this and told you guys that as soon as i get some money i will pay and you guys cant do amything for me,Billing
3913,"hello, for the past few days my upload speed has been incredibly unreliable and has been jumping all over the place, staying quite low below normal https://t.co/DXpQD8S1yY",Internet
3914,. @OptimumHelp and @TennisChannel PLEASE Optimum when will you offer Tennis Channel in HD??!??!   Watching @BNPPARIBASOPEN in SD is just sad.,Video
3915,@optimum cable/internet: they keep charging me rent for a modern I purchased on eBay. They even agreed to refund me the money but never did. But they continue charging me even after I spoke with them multiple times!!! Just horrible people !!,Billing
3916,If I want to drop premium channels what do I have to do? $240 a month is too high,Billing
3917,"Hello, it has now been 11 business days since it was started (excluding Christmas and New Year's Day). I haven't heard anything. Can you help me?",Billing
3918,"@OptimumHelp Help! Our internet connection says ""no internet"", we've already reset the router twice, but no luck there. In BK",Internet
3919,Hello. If I choose the Optimum 300 but decide later in the year that the Optimum 200 is ok can I change the service without any charges? Thank you.,Sales
3920,"Hi! So I resolved my wifi and phone issues, but now my tv/cable box hasn't worked all day but the rest of boxes in the house are working completely fine. Getting the error message ""something went wrong""",Video
3921,I bough a new modem and I would like to register it.,Internet
3922,Yeah I thought the 5g would be better but when I ran tests on the xbox it said the default had better mbp/ second,Internet
3923,act 07801827021044,Account Related
3924,When are they calling me? At what number,Billing
3925,Optimum Voice: Making International Calls,Phone
3926,@OptimumHelp scheduled appointment for Altice One between 11 - 2.  At 2:01 we call and we are told hopefully theyâ¿¿ll arrive in an hour.  Wasted a beautiful day.  Embarrassing customer service for a family thatâ¿¿s been customers for 30+ years.,Appointment Related
3927,DVR for Optimum TV: Power-Save Mode,Video
3928,And all of that just because the freaking batteries,Video
3929,I need help with resetting DNS server on the router... Chat app is not working and the last person I was able to chat with was an idiot.,Internet
3930,Optimum App for Android or Kindle Fire: Set Favorite Channels,Video
3931,"Ok thank you for your help today. I hope someone does actually call me this time. In the mean time, my bill is already past due because of this issue. If I were to make a payment on my account to avoid a service interruption, would I be able to receive a",Billing
3932,how much will the total out of pocket cost be,Sales
3933,Terrible customer service @optimum @OptimumHelp service outage for over 24 hours in #NorwalkCT #unacceptable in 2019,Video
3934,I understand the changes and will act accordingly to avoid any delay going forward. However this change is new to me and I was not aware off hence as a courtesy expect the changes off my account for this time.,Billing
3935,"Good morning, i was told i need to order Optimum 200 with a wireless router.   I was told if i order online i get free installation however it reads i will be billed $49.  I just want to be sure the router is wireless.",Sales
3936,phone is not working,Phone
3937,Hi Optimum. Can you send me a quote for phone and internet plans? I have the triple play but my monthly plan has gotten too expensive and I am thinking of giving up the cable for a streaming service.,Billing
3938,"Having problems with phone service.... cannot call out, but calls can come in. Supposedly someone will call back in ""more than 45 minutes."" This is poor customer service.",Phone
3939,Internet was out for hours finally comes back on play 3 games and it went back out. Thanks @optimum,Internet
3940,@OptimumHelp It turns my tv on but not the box and I canâ¿¿t change the channel. The backlights keep flashing on it.,Video
3941,Whatâ¿¿s the deal with the @MusicChoice channels @optimum Whatâ¿¿s this https://t.co/mYFtArM7X2 crap? This ainâ¿¿t it chief.,Video
3942,I had gotten an email and a phone call prior to the install that it was being processed. I was told I was getting a temporary phone # which i have until the transfer is completed.,Phone
3943,@OptimumHelp Are there outages or disruptions in Brooklyn? Our service has been spotty all day and itâ¿¿s super frustrating.,Internet
3944,Hi the chat on the website is not working and the phone wait is very long. I just received an email that I ordered service protection. I did not order service protection and I want it off my account.,Billing
3945,i want to know the price of the Premier tv and internet 400 after the first year,Sales
3946,Core TV and Internet 300$74.99Network Enhancement Fee$2.50TV Surcharge$14.96Altice One$20.00,Sales
3947,Get Internet for as low as $24.99 mo./1 yr. with unlimited data & over 2 million hotspots.,Sales
3948,What factors affect my Internet speed?,Internet
3949,Optimum Voice: Emergency Medical Alert Systems,Phone
3950,Protecting Customer Privacy,Account Related
3951,Cable Box Settings on Optimum.net,Video
3952,"I cannot even call Optimum the worst customer service ever, bc I cannot get through to customer service!!! I spent 3 hours waiting on hold on phone this morning, 1 hour waiting for a response on the online â¿¿chatâ¿ support feature, I have tried to send",Appointment Related
3953,"I am looking at the Altice One Core TV and Internet 200 package, for service on 3 TVs. It says the total is $104.99 + taxes/fees. Can you estimate my total cost after taxes/fees?",Sales
3954,Any chance I can get someone here this weekend,Appointment Related
3955,what are the fees and taxes on the$ 98 dollar plan,Sales
3956,"Hi I have the standard optimum boxes,if I order a pay per view on one tv,can I watch it in other rooms?",Video
3957,I bought my own modem router and want to set it up,Internet
3958,07438**,Internet
3959,i  just placed an order for optimum core and realized the history channel isnt part of that package what is the most economical way for me to adjust to just add the channel after installation or adjust it now i am scheduled for friday install,Sales
3960,"Hi. I just created an optimum id (secondary) Problem is, when I get to ""create optimum ID"" and go to click it, nothing is happening. Please help.",Internet
3961,"No they had told me that, and that I had to pay $1.35",Appointment Related
3962,Was there a notice you sent out cause i definitely think there should have been a heads up.... how can i downgrade to the slower internet speed?,Billing
3963,Parental Controls: Restricting Pay Per View Access,Billing
3964,"Dan fleck 120 Clinton ave apt a4c mineola, ny 11501",Billing
3965,Optimum cares........about your $$$$$$$$,Billing
3966,I was a Verizon customer for 18 years and I switched to Optimum two years ago. When I started with Optimum my total bill was under $64 a month. My current bill is $117 for the same service. Verizon wants me back and are willing to offer me a much cheaper plan than what you are currently charging me. Is there any reason that I should stay with Optimum?,Sales
3967,But better yet,Billing
3968,"Hello, how about I have a plan with directv for the cable service, but I would like to change with you I saw a promotion in which you can help cancel the plan?",Sales
3969,City National Bank,Billing
3970,I will reboot again and check cables. This is unfortunate consider this storm coming. I guess i will have to sacrifice tv in the bedroom,Video
3971,Grace Curran 8 Roxbury Dr Commack NY 11725 6318641036 ,Account Related
3972,Not receiving any of the premium movie channels on Optimum Premier right now (that we of course pay for). Called and received an automated message saying there was some sort of outage but with no further detail.,Video
3973,Optimum Voice: View Call History Details,Phone
3974,"We called for a service call, which took forever to get an appointment. We had to cancel if because my mother needed surger",Appointment Related
3975,What do,Internet
3976,"@OptimumHelp I am having trouble reseting my password, I can't access my account, please advise! Thanks.",Account Related
3977,Nomorobo: Report a Phone Number,Phone
